Layer,Weights
conv2d_1,0.045014545
conv2d_1,-0.025548982
conv2d_1,-0.17972186
conv2d_1,-0.20594081
conv2d_1,0.045160927
conv2d_1,-0.057119053
conv2d_1,-0.0112960655
conv2d_1,-0.16729459
conv2d_1,-0.07647638
conv2d_1,-0.08274063
conv2d_1,0.03605877
conv2d_1,0.14999953
conv2d_1,-0.14752081
conv2d_1,-0.15524156
conv2d_1,-0.081716105
conv2d_1,-0.11143305
conv2d_1,-0.010212045
conv2d_1,-0.013489456
conv2d_1,-0.15781103
conv2d_1,0.044690814
conv2d_1,0.07435764
conv2d_1,0.029473415
conv2d_1,-0.1370583
conv2d_1,-0.10686039
conv2d_1,-0.12469817
conv2d_1,0.115965165
conv2d_1,-0.060510393
conv2d_1,0.08481432
conv2d_1,0.08941338
conv2d_1,0.08804946
conv2d_1,-0.06424542
conv2d_1,0.053891927
conv2d_1,-0.12021796
conv2d_1,0.06321654
conv2d_1,-0.10431176
conv2d_1,-0.0018115771
conv2d_1,-0.08384631
conv2d_1,0.014942339
conv2d_1,-0.069147
conv2d_1,-0.06687637
conv2d_1,-0.08442255
conv2d_1,0.043099925
conv2d_1,-0.12540284
conv2d_1,-0.11871264
conv2d_1,-0.11198938
conv2d_1,0.020371145
conv2d_1,-0.014896701
conv2d_1,-0.066440076
conv2d_1,0.06834759
conv2d_1,0.0019854733
conv2d_1,0.024570297
conv2d_1,-0.034096085
conv2d_1,-0.032250594
conv2d_1,0.11716235
conv2d_1,-0.029097375
conv2d_1,-0.113549344
conv2d_1,-0.0052888775
conv2d_1,0.14600089
conv2d_1,-0.09357196
conv2d_1,-0.14805225
conv2d_1,0.030406466
conv2d_1,0.095587224
conv2d_1,-0.15453549
conv2d_1,0.001802418
conv2d_1,0.07522268
conv2d_1,0.036501095
conv2d_1,0.037483774
conv2d_1,0.061644208
conv2d_1,0.057195377
conv2d_1,0.048313744
conv2d_1,0.085969634
conv2d_1,0.0073658135
conv2d_1,0.021917718
conv2d_1,-0.08284146
conv2d_1,0.06435626
conv2d_1,0.045375988
conv2d_1,0.003974681
conv2d_1,-0.10425166
conv2d_1,-0.103549294
conv2d_1,-0.10530831
conv2d_1,-0.015682768
conv2d_1,0.029871415
conv2d_1,-0.12764461
conv2d_1,-0.021437975
conv2d_1,-0.09101548
conv2d_1,0.08138368
conv2d_1,0.00018040976
conv2d_1,0.070936926
conv2d_1,0.054313883
conv2d_1,-0.059620246
conv2d_1,-0.109219566
conv2d_1,0.051378507
conv2d_1,0.023970662
conv2d_1,0.01919229
conv2d_1,0.0030985654
conv2d_1,-0.0058683353
conv2d_1,0.055435278
conv2d_1,-0.04736722
conv2d_1,0.0689702
conv2d_1,0.21408346
conv2d_1,0.08119886
conv2d_1,0.042825405
conv2d_1,0.017214296
conv2d_1,0.15706107
conv2d_1,-0.0383049
conv2d_1,0.014640769
conv2d_1,-0.027706122
conv2d_1,0.052290943
conv2d_1,-0.06349286
conv2d_1,0.14652328
conv2d_1,0.02934634
conv2d_1,-0.049141206
conv2d_1,-0.05640129
conv2d_1,0.11514108
conv2d_1,-0.034255523
conv2d_1,-0.040153455
conv2d_1,0.0029959166
conv2d_1,-0.048824135
conv2d_1,0.10105686
conv2d_1,-0.098098606
conv2d_1,0.01750497
conv2d_1,-0.055313714
conv2d_1,0.08903318
conv2d_1,-0.04536731
conv2d_1,-0.15753162
conv2d_1,-0.041067246
conv2d_1,-0.048323598
conv2d_1,-0.081256665
conv2d_1,-0.05040312
conv2d_1,0.010299543
conv2d_1,-0.13246909
conv2d_1,-0.025366409
conv2d_1,0.065680504
conv2d_1,-0.051835913
conv2d_1,0.10564714
conv2d_1,-0.0619365
conv2d_1,-0.10579821
conv2d_1,-0.09484694
conv2d_1,0.09064262
conv2d_1,0.022798857
conv2d_1,0.075277254
conv2d_1,0.082236744
conv2d_1,0.09717327
conv2d_1,-0.080810554
conv2d_1,-0.01365788
conv2d_1,-0.08306682
conv2d_1,0.09297756
conv2d_1,0.01967272
conv2d_1,0.023404703
conv2d_1,0.03270273
conv2d_1,0.0396296
conv2d_1,0.031122113
conv2d_1,-0.006634996
conv2d_1,-0.010960382
conv2d_1,-0.011155315
conv2d_1,-0.13983779
conv2d_1,0.0022887094
conv2d_1,0.055533305
conv2d_1,0.0942408
conv2d_1,-0.06297101
conv2d_1,-0.0020012672
conv2d_1,0.088607125
conv2d_1,-0.112081364
conv2d_1,-0.22392225
conv2d_1,0.046385594
conv2d_1,0.069948755
conv2d_1,-0.09195114
conv2d_1,0.06282542
conv2d_1,-0.13021222
conv2d_1,0.03398315
conv2d_1,0.14961435
conv2d_1,-0.1577639
conv2d_1,0.057763066
conv2d_1,0.08440345
conv2d_1,-0.13102606
conv2d_1,0.14909288
conv2d_1,-0.056253042
conv2d_1,-0.124604255
conv2d_1,0.09077936
conv2d_1,-0.020325977
conv2d_1,-0.15722112
conv2d_1,-0.16887867
conv2d_1,-0.061682116
conv2d_1,0.01575517
conv2d_1,-0.060814135
conv2d_1,0.13269934
conv2d_1,-0.05723164
conv2d_1,-0.04253607
conv2d_1,0.082448214
conv2d_1,0.003764478
conv2d_1,0.027641108
conv2d_1,-0.13189875
conv2d_1,0.05271035
conv2d_1,-0.07950624
conv2d_1,-0.028022645
conv2d_1,-0.10751018
conv2d_1,-0.09704029
conv2d_1,-0.016522424
conv2d_1,0.04804248
conv2d_1,-0.07646227
conv2d_1,0.095232405
conv2d_1,0.057143945
conv2d_1,-0.03941357
conv2d_1,0.061719276
conv2d_1,-0.00044171372
conv2d_1,-0.037442256
conv2d_1,0.021093365
conv2d_1,-0.12027776
conv2d_1,-0.09765311
conv2d_1,0.0572442
conv2d_1,-0.061044805
conv2d_1,-0.10072321
conv2d_1,-0.022670148
conv2d_1,-0.080973096
conv2d_1,-0.05773821
conv2d_1,0.067688055
conv2d_1,-0.009334824
conv2d_1,-0.028368473
conv2d_1,-0.032139655
conv2d_1,-0.089313455
conv2d_1,-0.108037286
conv2d_1,0.101066515
conv2d_1,0.062653616
conv2d_1,-0.10824087
conv2d_1,-0.0036863114
conv2d_1,-0.11178725
conv2d_1,0.09721
conv2d_1,0.061572175
conv2d_1,-0.07456083
conv2d_1,0.08386066
conv2d_1,0.09314249
conv2d_1,-0.072769776
conv2d_1,0.10145646
conv2d_1,-0.06310554
conv2d_1,0.056341514
conv2d_1,-0.07555157
conv2d_1,0.05147282
conv2d_1,0.07025928
conv2d_1,-0.017967733
conv2d_1,-0.008390587
conv2d_1,0.05740138
conv2d_1,0.044341817
conv2d_1,0.0174504
conv2d_1,0.0134840645
conv2d_1,1.5535717e-05
conv2d_1,0.07554958
conv2d_1,-0.018524518
conv2d_1,0.080393694
conv2d_1,0.032124292
conv2d_1,-0.090212375
conv2d_1,-0.07317335
conv2d_1,0.060656365
conv2d_1,0.043001756
conv2d_1,-0.32513443
conv2d_1,-0.07333816
conv2d_1,0.06870577
conv2d_1,-0.10508976
conv2d_1,-0.09050113
conv2d_1,-0.11034737
conv2d_1,0.10796128
conv2d_1,-0.025651842
conv2d_1,0.079515606
conv2d_1,0.060119003
conv2d_1,-0.20683636
conv2d_1,0.0608001
conv2d_1,-0.10413443
conv2d_1,-0.11488571
conv2d_1,-0.08894914
conv2d_1,0.005257933
conv2d_1,-0.01820997
conv2d_1,-0.028405271
conv2d_1,0.10305022
conv2d_1,-0.012258028
conv2d_1,0.03618251
conv2d_1,-0.03786132
conv2d_1,-0.09786652
conv2d_1,0.1457602
conv2d_1,-0.024549294
conv2d_1,-0.02829719
conv2d_1,-0.098961286
conv2d_1,0.1313293
conv2d_1,-0.10757497
conv2d_1,0.03184995
conv2d_1,-0.049678918
conv2d_1,-0.053178277
conv2d_1,0.049003445
conv2d_1,-0.07289758
conv2d_1,0.06987459
conv2d_1,-0.02074917
conv2d_1,0.07940774
conv2d_1,0.13862485
conv2d_1,0.034496903
conv2d_1,0.025132043
conv2d_1,-0.10145492
conv2d_1,0.025529692
conv2d_1,0.016972132
conv2d_1,-0.053597216
conv2d_1,0.06645345
conv2d_1,0.17809722
conv2d_1,-0.0698133
conv2d_1,-0.11407109
conv2d_1,0.06319172
conv2d_1,-0.047527444
conv2d_1,-0.07571358
conv2d_1,0.01002824
conv2d_1,0.036602594
conv2d_1,-0.08857242
conv2d_1,0.04417355
conv2d_1,0.1215501
conv2d_1,0.05561761
conv2d_1,-0.054217115
conv2d_1,-0.10664581
conv2d_1,-0.0102900285
conv2d_1,0.006563361
conv2d_1,0.024606809
conv2d_1,-0.09813411
conv2d_1,-0.15727662
conv2d_1,-0.42140135
conv2d_1,0.06523022
conv2d_1,-0.14579664
conv2d_1,0.08748077
conv2d_1,0.07563361
conv2d_1,-0.039485708
conv2d_1,-0.012056551
conv2d_1,-0.23184314
conv2d_1,0.13381986
conv2d_1,-0.0051994952
conv2d_1,-0.14312962
conv2d_1,-0.048031583
conv2d_1,-0.1578781
conv2d_1,-0.06473002
conv2d_1,-0.18691804
conv2d_1,0.05202343
conv2d_1,-0.2103501
conv2d_1,0.027920343
conv2d_1,0.07661726
conv2d_1,0.020600298
conv2d_1,0.0001235391
conv2d_1,-0.12347937
conv2d_1,0.010257324
conv2d_1,-0.09786589
conv2d_1,-0.13389097
conv2d_1,-0.047087856
conv2d_1,-0.022384008
conv2d_1,-0.20269896
conv2d_1,0.05081927
conv2d_1,-0.08760912
conv2d_1,-0.18580735
conv2d_1,-0.15055633
conv2d_1,-0.01928358
conv2d_1,0.07881462
conv2d_1,0.10825249
conv2d_1,-0.09343968
conv2d_1,-0.04671979
conv2d_1,0.07053558
conv2d_1,0.0963501
conv2d_1,0.003732819
conv2d_1,0.12844147
conv2d_1,0.13067067
conv2d_1,0.16772395
conv2d_1,-0.13614975
conv2d_1,-0.11488308
conv2d_1,-0.23111203
conv2d_1,0.17668448
conv2d_1,-0.121017486
conv2d_1,0.034368627
conv2d_1,-0.010839438
conv2d_1,-0.16227484
conv2d_1,-0.11795985
conv2d_1,0.017835373
conv2d_1,0.03909633
conv2d_1,0.11964229
conv2d_1,-0.12901272
conv2d_1,0.026602123
conv2d_1,-0.022016801
conv2d_1,-0.045031942
conv2d_1,-0.1030839
conv2d_1,0.12823777
conv2d_1,-0.047267396
conv2d_1,0.040467672
conv2d_1,-0.16877177
conv2d_1,0.054329164
conv2d_1,-0.16737686
conv2d_1,-0.11285615
conv2d_1,-0.0462988
conv2d_1,-0.1469011
conv2d_1,-0.006368728
conv2d_1,-0.15416838
conv2d_1,-0.067274466
conv2d_1,0.0023178111
conv2d_1,0.110066235
conv2d_1,-0.026657233
conv2d_1,-0.10079834
conv2d_1,-0.1679498
conv2d_1,-0.041708834
conv2d_1,0.088938944
conv2d_1,-0.02376672
conv2d_1,-0.1100295
conv2d_1,-0.022968855
conv2d_1,-0.15734296
conv2d_1,0.063843876
conv2d_1,0.06854621
conv2d_1,0.030995341
conv2d_1,0.13239509
conv2d_1,-0.04497785
conv2d_1,-0.029505614
conv2d_1,-0.15384239
conv2d_1,-0.048825447
conv2d_1,-0.077294536
conv2d_1,-0.18363369
conv2d_1,0.0125992615
conv2d_1,-0.041988824
conv2d_1,-0.03854257
conv2d_1,-0.1512438
conv2d_1,-0.023647372
conv2d_1,-0.11097977
conv2d_1,-0.053702444
conv2d_1,-0.09806126
conv2d_1,0.025897358
conv2d_1,-0.0177756
conv2d_1,0.07629201
conv2d_1,0.116167925
conv2d_1,0.11169637
conv2d_1,-0.043188833
conv2d_1,-0.1462861
conv2d_1,0.016326139
conv2d_1,0.030483533
conv2d_1,0.05585895
conv2d_1,0.0051902677
conv2d_1,0.058313232
conv2d_1,0.08651686
conv2d_1,-0.16862848
conv2d_1,0.019697502
conv2d_1,0.15501131
conv2d_1,-0.091543235
conv2d_1,-0.007825278
conv2d_1,0.11100731
conv2d_1,-0.025952322
conv2d_1,-0.08367976
conv2d_1,-0.036815345
conv2d_1,0.15968177
conv2d_1,-0.038678173
conv2d_1,-0.016523981
conv2d_1,0.074319325
conv2d_1,0.068430506
conv2d_1,0.031232126
conv2d_1,-0.027686661
conv2d_1,-0.020598732
conv2d_1,-0.05512634
conv2d_1,-0.021253152
conv2d_1,-0.02031558
conv2d_1,-0.17115942
conv2d_1,-0.010317959
conv2d_1,-0.12969199
conv2d_1,-0.082067885
conv2d_1,0.07146957
conv2d_1,-0.0016944316
conv2d_1,0.086400874
conv2d_1,-0.004353846
conv2d_1,-0.025323922
conv2d_1,-0.004597517
conv2d_1,0.12034922
conv2d_1,-0.043065604
conv2d_1,-0.015585965
conv2d_1,0.014292791
conv2d_1,-0.16293459
conv2d_1,-0.013789451
conv2d_1,-0.0005960181
conv2d_1,-0.13160221
conv2d_1,0.12913606
conv2d_1,0.020345788
conv2d_1,-0.076911226
conv2d_1,-0.13085853
conv2d_1,0.09208192
conv2d_1,-0.03207419
conv2d_1,-0.046107944
conv2d_1,-0.055137984
conv2d_1,0.13632037
conv2d_1,-0.07438831
conv2d_1,-0.09977385
conv2d_1,-0.105156235
conv2d_1,-0.054608632
conv2d_1,-0.071422905
conv2d_1,-0.12760453
conv2d_1,-0.0910431
conv2d_1,0.065744966
conv2d_1,-0.04020585
conv2d_1,0.057900004
conv2d_1,0.07328787
conv2d_1,0.015734287
conv2d_1,-0.020849325
conv2d_1,-0.018908488
conv2d_1,-0.07531024
conv2d_1,0.07871256
conv2d_1,-0.12405792
conv2d_1,-0.011532259
conv2d_1,0.080420494
conv2d_1,-0.01836049
conv2d_1,-0.058799922
conv2d_1,-0.1043163
conv2d_1,0.027712962
conv2d_1,-0.13494113
conv2d_1,-0.06145979
conv2d_1,-0.1356398
conv2d_1,0.09563956
conv2d_1,-0.06561885
conv2d_1,-0.2807132
conv2d_1,-0.0517752
conv2d_1,0.13473874
conv2d_1,-0.26116022
conv2d_1,-0.029355789
conv2d_1,-0.08113907
conv2d_1,0.03219823
conv2d_1,0.07158269
conv2d_1,-0.31642073
conv2d_1,-0.111120716
conv2d_1,0.08276204
conv2d_1,0.13885017
conv2d_1,-0.012226058
conv2d_1,-0.15864263
conv2d_1,-0.24911726
conv2d_1,0.35559532
conv2d_1,0.08000949
conv2d_1,-0.028082386
conv2d_1,-0.033249587
conv2d_1,-0.044933192
conv2d_1,-0.035602465
conv2d_1,-0.22369772
conv2d_1,0.024225023
conv2d_1,0.17234972
conv2d_1,0.027250659
conv2d_1,0.010055328
conv2d_1,0.19913706
conv2d_1,-0.17036037
conv2d_1,-0.012966929
conv2d_1,0.012027202
conv2d_1,0.26081222
conv2d_1,0.08149064
conv2d_1,0.11744735
conv2d_1,-0.10657026
conv2d_1,0.10113598
conv2d_1,-0.019644378
conv2d_1,-0.04390064
conv2d_1,-0.0069328398
conv2d_1,-0.06906697
conv2d_1,0.070811465
conv2d_1,-0.019690372
conv2d_1,0.045830954
conv2d_1,0.07396291
conv2d_1,-0.055010103
conv2d_1,0.019521566
conv2d_1,0.048765328
conv2d_1,-0.121741876
conv2d_1,0.12594089
conv2d_1,-0.016355244
conv2d_1,0.060603037
conv2d_1,-0.12434989
conv2d_1,-0.04166568
conv2d_1,-0.056073543
conv2d_1,-0.09071559
conv2d_1,-0.044707447
conv2d_1,0.10270194
conv2d_1,-0.03796553
conv2d_1,-0.10438159
conv2d_1,-0.1154797
conv2d_1,0.029915692
conv2d_1,-0.07674955
conv2d_1,-0.060536537
conv2d_1,-0.10903847
conv2d_1,-0.046493974
conv2d_1,-0.00940888
conv2d_1,-0.10350886
conv2d_1,-0.042062685
conv2d_1,-0.03687217
conv2d_1,-0.023597993
conv2d_1,0.1202911
conv2d_1,-0.016476883
conv2d_1,0.008417421
conv2d_1,-0.023568543
conv2d_1,-0.06285788
conv2d_1,-0.02126356
conv2d_1,0.15054043
conv2d_1,0.043677073
conv2d_1,0.19161956
conv2d_1,0.10849866
conv2d_1,-0.022072732
conv2d_1,0.09926249
conv2d_1,-0.0341858
conv2d_1,-0.018871957
conv2d_1,-0.010190472
conv2d_1,-0.12767452
conv2d_1,-0.10048539
conv2d_1,0.08270103
conv2d_1,0.11630244
conv2d_1,-0.0962509
conv2d_1,-0.07738018
conv2d_1,-0.02491156
conv2d_1,-0.14091307
conv2d_1,-0.14589208
conv2d_1,-0.06331227
conv2d_1,0.03035471
conv2d_1,-0.116424486
conv2d_1,0.01129832
conv2d_1,-0.038671646
conv2d_1,0.10614331
conv2d_1,0.1390819
conv2d_1,0.10145948
conv2d_1,0.053501774
conv2d_1,-0.022915168
conv2d_1,-0.028133456
conv2d_1,0.0066744
conv2d_1,0.12428738
conv2d_1,0.12617634
conv2d_1,0.102838844
conv2d_1,-0.05757269
conv2d_1,0.01534878
conv2d_1,-0.11025181
conv2d_1,0.035300996
conv2d_1,-0.033346824
conv2d_1,0.115239635
conv2d_1,0.0030855325
conv2d_1,0.101515606
conv2d_1,-0.12659891
conv2d_1,-0.005345479
conv2d_1,-0.029920109
conv2d_1,-0.12784162
conv2d_1,-0.058744013
conv2d_1,0.102073856
conv2d_1,-0.17357826
conv2d_1,-0.0283529
conv2d_1,0.00085309724
conv2d_1,-0.036675792
conv2d_1,-0.026996426
conv2d_1,-0.11174443
conv2d_1,-0.023974089
conv2d_1,-0.011114865
conv2d_1,-0.10288269
conv2d_1,-0.08544108
conv2d_1,-0.069417424
conv2d_1,0.04464438
conv2d_1,-0.015589487
conv2d_1,-0.12108858
conv2d_1,-0.09341884
conv2d_1,-0.051072564
conv2d_1,0.04632016
conv2d_1,0.13185634
conv2d_1,0.0003126438
conv2d_1,-0.088442616
conv2d_1,0.05854387
conv2d_1,0.04218897
conv2d_1,0.011403181
conv2d_1,-0.053085677
conv2d_1,-0.12010776
conv2d_1,0.05700905
conv2d_1,0.026280534
conv2d_1,-0.10398487
conv2d_1,-0.040827263
conv2d_1,-0.15639497
conv2d_1,0.02444406
conv2d_1,-0.08013163
conv2d_1,-0.099136226
conv2d_1,0.058442667
conv2d_1,0.066735245
conv2d_1,-0.15369187
conv2d_1,-0.06965985
conv2d_1,0.09894176
conv2d_1,0.112120256
conv2d_1,-0.13949513
conv2d_1,-0.026509793
conv2d_1,-0.06404744
conv2d_1,0.00010496235
conv2d_1,-0.05756247
conv2d_1,-0.1410271
conv2d_1,0.17717765
conv2d_1,-0.12495977
conv2d_1,-0.12401893
conv2d_1,0.070431605
conv2d_1,0.08835701
conv2d_1,-0.16746956
conv2d_1,-0.07459589
conv2d_1,-0.0014036361
conv2d_1,0.055471733
conv2d_1,0.14902067
conv2d_1,-0.15428242
conv2d_1,-0.012273217
conv2d_1,-0.056737766
conv2d_1,-0.03778708
conv2d_1,-0.05681966
conv2d_1,-0.0041431244
conv2d_1,-0.085093305
conv2d_1,-0.076985545
conv2d_1,-0.068947785
conv2d_1,0.10970199
conv2d_1,-0.09479906
conv2d_1,-0.008637197
conv2d_1,-0.094067164
conv2d_1,0.02060038
conv2d_1,0.23940982
conv2d_1,0.019822175
conv2d_1,0.033089593
conv2d_1,-0.112937175
conv2d_1,-0.045880355
conv2d_1,-0.105584055
conv2d_1,0.08728392
conv2d_1,0.046953477
conv2d_1,0.023481444
conv2d_1,0.12548739
conv2d_1,0.09357727
conv2d_1,0.031201014
conv2d_1,-0.09122909
conv2d_1,-0.0064161746
conv2d_1,0.0023282866
conv2d_1,0.004486183
conv2d_1,-0.039908983
conv2d_1,-0.040038623
conv2d_1,-0.034474514
conv2d_1,0.09914918
conv2d_1,-0.0050021727
conv2d_1,0.06980435
conv2d_1,0.017386913
conv2d_1,0.021677317
conv2d_1,0.051533673
conv2d_1,0.022403331
conv2d_1,0.03937244
conv2d_1,0.06509722
conv2d_1,0.01777204
conv2d_1,0.010298456
conv2d_1,-0.025756372
conv2d_1,-0.022864891
conv2d_1,0.078039445
conv2d_1,0.0067056227
conv2d_1,0.07922643
conv2d_1,0.0030370976
conv2d_1,-0.12390788
conv2d_1,-0.03117212
conv2d_1,-0.02992302
conv2d_1,-0.04993824
conv2d_1,0.06885727
conv2d_1,0.10088058
conv2d_1,0.11234226
conv2d_1,0.03577289
conv2d_1,0.064088106
conv2d_1,-0.11290143
conv2d_1,-0.086620726
conv2d_1,-0.052278128
conv2d_1,0.1456411
conv2d_1,-0.07634443
conv2d_1,-0.12099339
conv2d_1,0.09672942
conv2d_1,0.0713518
conv2d_1,0.047064226
conv2d_1,0.04949089
conv2d_1,0.012484024
conv2d_1,-0.050148275
conv2d_1,-0.121953845
conv2d_1,-0.113106936
conv2d_1,0.0040814118
conv2d_1,0.012199172
conv2d_1,0.060070183
conv2d_1,0.117386416
conv2d_1,-0.083976895
conv2d_1,0.022470795
conv2d_1,0.0695525
conv2d_1,-0.051927783
conv2d_1,-0.058232583
conv2d_1,-0.14137731
conv2d_1,-0.20385252
conv2d_1,0.06434378
conv2d_1,-0.086326875
conv2d_1,-0.05667438
conv2d_1,0.091542795
conv2d_1,-0.074858345
conv2d_1,0.0862634
conv2d_1,-0.04815081
conv2d_1,-0.01979956
conv2d_1,-0.23067284
conv2d_1,-0.03886651
conv2d_1,-0.13922088
conv2d_1,0.063496836
conv2d_1,-0.02851161
conv2d_1,-0.11554566
conv2d_1,-0.18609418
conv2d_1,-0.01871996
conv2d_1,-0.025921823
conv2d_1,0.027929012
conv2d_1,-0.10735793
conv2d_1,-0.0040856046
conv2d_1,0.17233825
conv2d_1,-0.098327376
conv2d_1,-0.21716626
conv2d_1,-0.11758046
conv2d_1,-0.041368514
conv2d_1,0.054248385
conv2d_1,0.14568141
conv2d_1,-0.00085069926
conv2d_1,-0.1528165
conv2d_1,0.19088112
conv2d_1,0.055642117
conv2d_1,-0.0032304202
conv2d_1,-0.03303117
conv2d_1,0.003691577
conv2d_1,-0.009561169
conv2d_1,0.08378075
conv2d_1,-0.027890094
conv2d_1,-0.1769269
conv2d_1,0.011107866
conv2d_1,-0.14315455
conv2d_1,0.051405925
conv2d_1,-0.028454287
conv2d_1,0.0891158
conv2d_1,-0.030010201
conv2d_1,0.048634633
conv2d_1,-0.05211671
conv2d_1,-0.10136475
conv2d_1,-0.011724391
conv2d_1,-0.13318612
conv2d_1,-0.11141422
conv2d_1,-0.06459113
conv2d_1,-0.118567504
conv2d_1,-0.14604788
conv2d_1,0.17173573
conv2d_1,0.09526036
conv2d_1,0.094919205
conv2d_1,0.03857541
conv2d_1,0.0024505996
conv2d_1,0.08582516
conv2d_1,0.07562241
conv2d_1,-0.0353544
conv2d_1,0.10400869
conv2d_1,-0.24099012
conv2d_1,0.094764724
conv2d_1,0.092975676
conv2d_1,0.0012845695
conv2d_1,0.16911986
conv2d_1,-0.18107238
conv2d_1,-0.057173926
conv2d_1,0.05812518
conv2d_1,0.0965044
conv2d_1,-0.01905427
conv2d_1,-0.27800456
conv2d_1,0.07977692
conv2d_1,0.03931774
conv2d_1,0.0353886
conv2d_1,-0.030241247
conv2d_1,0.033326738
conv2d_1,-0.11877569
conv2d_1,-0.053958148
conv2d_1,-0.20311859
conv2d_1,0.008287031
conv2d_1,-0.02555929
conv2d_1,-0.060672652
conv2d_1,-0.07181536
conv2d_1,0.036295906
conv2d_1,0.063864514
conv2d_1,-0.015090453
conv2d_1,-0.117022164
conv2d_1,0.037400305
conv2d_1,-0.2632282
conv2d_1,-0.002379084
conv2d_1,-0.035663832
conv2d_1,-0.023787228
conv2d_1,0.08444937
conv2d_1,-0.035645578
conv2d_1,-0.032887757
conv2d_1,-0.008081788
conv2d_1,0.19231099
conv2d_1,0.049475737
conv2d_1,-0.00893496
conv2d_1,-0.14619786
conv2d_1,-0.06875613
conv2d_1,0.1566078
conv2d_1,-0.15265301
conv2d_1,0.051879425
conv2d_1,-0.008644813
conv2d_1,-0.047315594
conv2d_1,-0.2891576
conv2d_1,-0.11233803
conv2d_1,0.100430846
conv2d_1,-0.09023126
conv2d_1,-0.06848716
conv2d_1,0.029555583
conv2d_1,-0.057250667
conv2d_1,-0.08906014
conv2d_1,-0.37933442
conv2d_1,-0.15122348
conv2d_1,-0.008035917
conv2d_1,0.11580083
conv2d_1,-0.0751383
conv2d_1,0.107649654
conv2d_1,-0.0023525879
conv2d_1,0.17244355
conv2d_1,-0.06404519
conv2d_1,0.016382333
conv2d_1,-0.04636472
conv2d_1,-0.0277199
conv2d_1,0.13945459
conv2d_1,0.00034453245
conv2d_1,0.20698853
conv2d_1,0.075367875
conv2d_1,0.10024349
conv2d_1,0.038790572
conv2d_1,0.080451846
conv2d_1,0.019051762
conv2d_1,-0.0970699
conv2d_1,0.16546816
conv2d_1,0.057475206
conv2d_1,0.07380444
conv2d_1,-0.17237997
conv2d_1,-0.002595607
conv2d_1,0.14558734
conv2d_1,-0.06069044
conv2d_1,-0.05023732
conv2d_1,-0.14647943
conv2d_1,-0.042528164
conv2d_1,-0.07583599
conv2d_1,-0.16989265
conv2d_1,-0.16893786
conv2d_1,-0.1086315
conv2d_1,0.07248993
conv2d_1,0.07826251
conv2d_1,0.017655017
conv2d_1,-0.11939298
conv2d_1,0.05946277
conv2d_1,-0.15998872
conv2d_1,-0.025633914
conv2d_1,-0.08442527
conv2d_1,0.10446286
conv2d_1,0.14001268
conv2d_1,-0.036349412
conv2d_1,0.041555222
conv2d_1,0.06960769
conv2d_1,0.0652861
conv2d_1,-0.1404191
conv2d_1,0.0060652154
conv2d_1,-0.044126853
conv2d_1,0.07796476
conv2d_1,-0.12065948
conv2d_1,-0.031977218
conv2d_1,0.06450632
conv2d_1,-0.006287215
conv2d_1,0.027668664
conv2d_1,-0.16985701
conv2d_1,-0.0063629523
conv2d_1,-0.16881861
conv2d_1,-0.03485355
conv2d_1,-0.124888316
conv2d_1,-0.009517668
conv2d_1,-0.0608824
conv2d_1,0.033626504
conv2d_1,0.05359479
conv2d_1,-0.13786621
conv2d_1,0.029428238
conv2d_1,-0.09477504
conv2d_1,-0.015444656
conv2d_1,-0.07838264
conv2d_1,-0.038971297
conv2d_1,-0.20223609
conv2d_1,0.09486957
conv2d_1,0.019153299
conv2d_1,0.055940203
conv2d_1,0.009491463
conv2d_1,0.09485177
conv2d_1,0.049979057
conv2d_1,-0.10911987
conv2d_1,0.056295525
conv2d_1,0.01289775
conv2d_1,0.017281586
conv2d_1,0.050037373
conv2d_1,0.053786654
conv2d_1,0.070048966
conv2d_1,-0.083332725
conv2d_1,-0.12960133
conv2d_1,-0.02394375
conv2d_1,0.032451864
conv2d_1,-0.030453227
conv2d_1,-0.087125935
conv2d_1,-0.1323213
conv2d_1,-0.046540655
conv2d_1,0.0075382274
conv2d_1,-0.012757815
conv2d_1,-0.013287847
conv2d_1,0.06947282
conv2d_1,-0.0104025835
conv2d_1,-0.020449247
conv2d_1,-0.1099239
conv2d_1,0.09236802
conv2d_1,0.0101425825
conv2d_1,0.045933146
conv2d_1,0.06546774
conv2d_1,0.04071428
conv2d_1,0.018789794
conv2d_1,0.056348044
conv2d_1,0.0642825
conv2d_1,0.049014512
conv2d_1,0.11170421
conv2d_1,0.045884382
conv2d_1,0.0714841
conv2d_1,0.016844276
conv2d_1,0.08843986
conv2d_1,-0.10112206
conv2d_1,-0.07741845
conv2d_1,-0.030576564
conv2d_1,0.06548902
conv2d_1,-0.06739293
conv2d_1,0.019063396
conv2d_1,0.059238452
conv2d_1,0.04545881
conv2d_1,-0.052857142
conv2d_1,0.04985122
conv2d_1,-0.12649773
conv2d_1,0.05853181
conv2d_1,0.0048683863
conv2d_1,0.014594744
conv2d_1,-0.057527024
conv2d_1,0.038105614
conv2d_1,-0.00761854
conv2d_1,-0.036029927
conv2d_1,0.026122447
conv2d_1,0.05231879
conv2d_1,-0.1235491
conv2d_1,-0.05699702
conv2d_1,0.07976138
conv2d_1,-0.030754698
conv2d_1,0.151038
conv2d_1,-0.09156686
conv2d_1,-0.11820663
conv2d_1,-0.014295858
conv2d_1,0.013667437
