Layer,Weights
conv2d_2,0.019957319
conv2d_2,0.025821952
conv2d_2,-0.0020517772
conv2d_2,0.001802261
conv2d_2,-0.050297204
conv2d_2,0.05576838
conv2d_2,-0.07411619
conv2d_2,0.058756713
conv2d_2,-0.031437196
conv2d_2,-0.041334122
conv2d_2,0.05143893
conv2d_2,-0.05253588
conv2d_2,0.012141063
conv2d_2,0.026750047
conv2d_2,-0.037425917
conv2d_2,-0.0045351484
conv2d_2,-0.01598581
conv2d_2,-0.040835537
conv2d_2,0.07337575
conv2d_2,-0.038446117
conv2d_2,-0.061440926
conv2d_2,-0.006683495
conv2d_2,0.07033881
conv2d_2,0.05436556
conv2d_2,0.00035680336
conv2d_2,0.026294878
conv2d_2,0.046744704
conv2d_2,0.10397388
conv2d_2,0.000963439
conv2d_2,-0.08434094
conv2d_2,0.067065485
conv2d_2,-0.02942249
conv2d_2,-0.028659856
conv2d_2,-0.0063141324
conv2d_2,0.030179555
conv2d_2,-0.02342251
conv2d_2,0.08080788
conv2d_2,0.032632347
conv2d_2,0.007072894
conv2d_2,-0.047248602
conv2d_2,-0.09931013
conv2d_2,-0.17427336
conv2d_2,-0.048479326
conv2d_2,-0.019552607
conv2d_2,0.0051976973
conv2d_2,0.07368561
conv2d_2,-0.017294928
conv2d_2,-0.040768173
conv2d_2,-0.20118962
conv2d_2,-0.018457308
conv2d_2,-0.06196463
conv2d_2,-0.065228865
conv2d_2,-0.036286294
conv2d_2,-0.055946354
conv2d_2,0.090714
conv2d_2,-0.10782593
conv2d_2,0.059557337
conv2d_2,0.04720449
conv2d_2,-0.19107026
conv2d_2,-0.11829715
conv2d_2,-0.14921704
conv2d_2,-0.13778141
conv2d_2,0.20683573
conv2d_2,-0.011817182
conv2d_2,0.12095981
conv2d_2,-0.059781536
conv2d_2,-0.019686608
conv2d_2,0.19343959
conv2d_2,-0.022785774
conv2d_2,-0.05032621
conv2d_2,-0.114269
conv2d_2,-0.022083197
conv2d_2,-0.12599166
conv2d_2,0.071987174
conv2d_2,0.17985258
conv2d_2,-0.044305187
conv2d_2,0.034445457
conv2d_2,0.0904852
conv2d_2,-0.009635611
conv2d_2,-0.021675283
conv2d_2,-0.09787975
conv2d_2,0.042863615
conv2d_2,-0.025074799
conv2d_2,-0.15492028
conv2d_2,0.009609476
conv2d_2,0.076819316
conv2d_2,0.12584968
conv2d_2,0.01643574
conv2d_2,-0.054318145
conv2d_2,-0.16140446
conv2d_2,0.017986327
conv2d_2,-0.018551279
conv2d_2,-0.15355907
conv2d_2,0.14605168
conv2d_2,-0.0060831164
conv2d_2,-0.22298416
conv2d_2,-0.08583828
conv2d_2,-0.07684047
conv2d_2,-0.0030030883
conv2d_2,-0.038653843
conv2d_2,0.062461823
conv2d_2,0.03028182
conv2d_2,0.15949307
conv2d_2,-0.025842398
conv2d_2,-0.008636785
conv2d_2,0.015024362
conv2d_2,-0.009086912
conv2d_2,0.062724866
conv2d_2,-0.04672785
conv2d_2,-0.017298928
conv2d_2,0.03137989
conv2d_2,0.056157712
conv2d_2,-0.06494528
conv2d_2,-0.0789859
conv2d_2,0.027213302
conv2d_2,0.032290515
conv2d_2,0.004140221
conv2d_2,0.07182177
conv2d_2,0.040090267
conv2d_2,0.076594464
conv2d_2,-0.017416619
conv2d_2,0.08682302
conv2d_2,-0.048100196
conv2d_2,-0.001470848
conv2d_2,-0.110351875
conv2d_2,0.0045949877
conv2d_2,-0.06327953
conv2d_2,-0.0038526102
conv2d_2,-0.0068020844
conv2d_2,-0.023347992
conv2d_2,-0.029244918
conv2d_2,-0.05919925
conv2d_2,0.079251796
conv2d_2,0.04866749
conv2d_2,0.04904368
conv2d_2,0.098110065
conv2d_2,-0.021980539
conv2d_2,-0.053639572
conv2d_2,-0.056310702
conv2d_2,0.040957656
conv2d_2,-0.040452708
conv2d_2,-0.08229576
conv2d_2,-0.09239022
conv2d_2,-0.025096335
conv2d_2,-0.03720406
conv2d_2,0.00033704643
conv2d_2,0.06459228
conv2d_2,0.015708795
conv2d_2,0.06282757
conv2d_2,0.010180056
conv2d_2,-0.040908787
conv2d_2,-0.07205728
conv2d_2,0.05193323
conv2d_2,-0.064708844
conv2d_2,-0.07337115
conv2d_2,0.043012626
conv2d_2,-0.034734618
conv2d_2,0.0544187
conv2d_2,-0.054262888
conv2d_2,0.027873337
conv2d_2,-0.07877429
conv2d_2,-0.0828679
conv2d_2,0.11805241
conv2d_2,-0.052723665
conv2d_2,0.0147162955
conv2d_2,-0.047780342
conv2d_2,0.083245225
conv2d_2,0.0020033135
conv2d_2,-0.012226627
conv2d_2,0.012442152
conv2d_2,-0.062778
conv2d_2,0.069793396
conv2d_2,-0.16297676
conv2d_2,0.02743002
conv2d_2,-0.0071952925
conv2d_2,-0.042573173
conv2d_2,0.02472488
conv2d_2,-0.051848028
conv2d_2,0.030556634
conv2d_2,-0.035230275
conv2d_2,-0.05790067
conv2d_2,-0.007582933
conv2d_2,-0.050332624
conv2d_2,-0.103570834
conv2d_2,-0.058999386
conv2d_2,-0.18121393
conv2d_2,0.03940136
conv2d_2,-0.039042704
conv2d_2,-0.18614173
conv2d_2,-0.0070383977
conv2d_2,-0.20661242
conv2d_2,0.0040037963
conv2d_2,-0.007042622
conv2d_2,-0.022264108
conv2d_2,-0.18182757
conv2d_2,-0.18083578
conv2d_2,-0.12905444
conv2d_2,0.09524761
conv2d_2,-0.044942584
conv2d_2,0.13644762
conv2d_2,-0.019907434
conv2d_2,0.003370248
conv2d_2,0.12091899
conv2d_2,0.012815977
conv2d_2,-0.16218558
conv2d_2,0.026281806
conv2d_2,-0.20661728
conv2d_2,-0.060900204
conv2d_2,0.00718736
conv2d_2,0.11058336
conv2d_2,-0.123841144
conv2d_2,-0.11159761
conv2d_2,-0.02361948
conv2d_2,-0.1161075
conv2d_2,0.051306825
conv2d_2,0.03014466
conv2d_2,-0.019323483
conv2d_2,0.000519216
conv2d_2,-0.022916835
conv2d_2,-0.083009906
conv2d_2,0.001807101
conv2d_2,-0.14209332
conv2d_2,-0.080267936
conv2d_2,-0.0015222667
conv2d_2,-0.20760874
conv2d_2,-0.07072737
conv2d_2,-0.05287134
conv2d_2,-0.06927223
conv2d_2,-0.055426788
conv2d_2,0.11615433
conv2d_2,0.034126975
conv2d_2,-0.014784028
conv2d_2,-0.017059105
conv2d_2,-0.0774017
conv2d_2,-0.08177686
conv2d_2,-0.0875198
conv2d_2,0.07636548
conv2d_2,0.037832923
conv2d_2,-0.061297964
conv2d_2,-0.16473745
conv2d_2,0.034076244
conv2d_2,-0.04100385
conv2d_2,0.06443541
conv2d_2,-0.03084757
conv2d_2,-0.07870834
conv2d_2,-0.008762936
conv2d_2,-0.04434478
conv2d_2,-0.041438933
conv2d_2,-0.03794694
conv2d_2,0.0043316805
conv2d_2,-0.08378991
conv2d_2,-0.14863694
conv2d_2,-0.07324664
conv2d_2,-0.033415142
conv2d_2,0.0177549
conv2d_2,0.015350869
conv2d_2,-0.014251337
conv2d_2,-0.0245344
conv2d_2,-0.1847101
conv2d_2,-0.0569545
conv2d_2,-0.04552702
conv2d_2,-0.04814075
conv2d_2,0.04575367
conv2d_2,0.050766736
conv2d_2,0.02895409
conv2d_2,-0.10634325
conv2d_2,0.10615277
conv2d_2,-0.063864045
conv2d_2,-0.1070847
conv2d_2,-0.053666696
conv2d_2,-0.14135136
conv2d_2,-0.080456555
conv2d_2,-0.034227714
conv2d_2,0.11317299
conv2d_2,-0.025456863
conv2d_2,-0.09507465
conv2d_2,-0.09952233
conv2d_2,-0.071041934
conv2d_2,0.107894376
conv2d_2,-0.01941522
conv2d_2,-0.0878668
conv2d_2,-0.0062990934
conv2d_2,-0.10148206
conv2d_2,-0.06282242
conv2d_2,-0.024671208
conv2d_2,-0.117904104
conv2d_2,0.057955407
conv2d_2,-0.03110632
conv2d_2,0.053957526
conv2d_2,0.1352382
conv2d_2,0.07389421
conv2d_2,-0.10735757
conv2d_2,0.027831646
conv2d_2,-0.08058054
conv2d_2,-0.063119486
conv2d_2,-0.021338826
conv2d_2,0.055100765
conv2d_2,-0.11057792
conv2d_2,-0.07575466
conv2d_2,0.013473095
conv2d_2,-0.008341464
conv2d_2,-0.050232086
conv2d_2,0.041535564
conv2d_2,0.033779465
conv2d_2,-0.040331464
conv2d_2,0.05104847
conv2d_2,-0.07709398
conv2d_2,-0.014438183
conv2d_2,-0.018397834
conv2d_2,-0.08795358
conv2d_2,-0.044397514
conv2d_2,0.048847955
conv2d_2,-0.014999612
conv2d_2,0.01017801
conv2d_2,0.065047264
conv2d_2,0.021421792
conv2d_2,0.013377146
conv2d_2,-0.056271322
conv2d_2,-0.04108359
conv2d_2,0.0570115
conv2d_2,0.077180706
conv2d_2,-0.04104286
conv2d_2,0.009726735
conv2d_2,0.104526766
conv2d_2,0.00040646925
conv2d_2,0.07957619
conv2d_2,-0.10283621
conv2d_2,0.060659453
conv2d_2,-0.0039203507
conv2d_2,0.071661696
conv2d_2,0.03642189
conv2d_2,-0.06799997
conv2d_2,0.033564005
conv2d_2,0.029554881
conv2d_2,-0.03444176
conv2d_2,6.427807e-05
conv2d_2,0.042932317
conv2d_2,0.010215487
conv2d_2,-0.019312052
conv2d_2,-0.04123449
conv2d_2,0.040134236
conv2d_2,0.08471743
conv2d_2,-0.09657536
conv2d_2,0.011953273
conv2d_2,0.047037676
conv2d_2,-0.05817029
conv2d_2,-0.017082732
conv2d_2,0.058151096
conv2d_2,-0.0063663507
conv2d_2,0.04034815
conv2d_2,-0.06555368
conv2d_2,-0.012105177
conv2d_2,-0.030218508
conv2d_2,-0.01750469
conv2d_2,0.14722718
conv2d_2,0.0715685
conv2d_2,-0.016359806
conv2d_2,0.013381656
conv2d_2,0.07912235
conv2d_2,0.1977263
conv2d_2,-0.16038707
conv2d_2,0.10164809
conv2d_2,0.20692688
conv2d_2,-0.09735903
conv2d_2,-0.15418647
conv2d_2,-0.09820096
conv2d_2,-0.05350751
conv2d_2,-0.12469185
conv2d_2,0.1473076
conv2d_2,0.010103337
conv2d_2,-0.0936015
conv2d_2,-0.12242564
conv2d_2,0.0015286001
conv2d_2,-0.07989854
conv2d_2,-0.0661085
conv2d_2,0.09230403
conv2d_2,-0.13580209
conv2d_2,0.18909065
conv2d_2,-0.12194724
conv2d_2,0.15198162
conv2d_2,0.09468872
conv2d_2,0.03662245
conv2d_2,-0.018277192
conv2d_2,-0.07216908
conv2d_2,0.016665945
conv2d_2,-0.01367227
conv2d_2,0.01743736
conv2d_2,0.026714383
conv2d_2,0.06934374
conv2d_2,0.05051009
conv2d_2,0.12777978
conv2d_2,-0.037923854
conv2d_2,0.025716547
conv2d_2,0.15174803
conv2d_2,-0.10878554
conv2d_2,-0.012967481
conv2d_2,-0.0991813
conv2d_2,0.02759563
conv2d_2,0.18807688
conv2d_2,-0.038838428
conv2d_2,-0.06893316
conv2d_2,0.13798745
conv2d_2,0.044734318
conv2d_2,-0.19071531
conv2d_2,-0.06611637
conv2d_2,-0.14848033
conv2d_2,0.052998852
conv2d_2,-0.0061297305
conv2d_2,-0.07785836
conv2d_2,-0.046160985
conv2d_2,-0.03784335
conv2d_2,-0.07026581
conv2d_2,0.059946872
conv2d_2,-0.15379342
conv2d_2,0.06759722
conv2d_2,0.01543541
conv2d_2,0.08409695
conv2d_2,-0.0011035763
conv2d_2,0.06837779
conv2d_2,0.05262751
conv2d_2,-0.062407427
conv2d_2,0.0113576
conv2d_2,0.12245482
conv2d_2,-0.06809879
conv2d_2,-0.023716096
conv2d_2,0.052388713
conv2d_2,0.06895576
conv2d_2,-0.04640281
conv2d_2,0.013108276
conv2d_2,0.04543219
conv2d_2,-0.07313042
conv2d_2,-0.04912024
conv2d_2,-0.05562335
conv2d_2,0.028171765
conv2d_2,0.016576294
conv2d_2,0.0020512673
conv2d_2,0.038840935
conv2d_2,0.022212775
conv2d_2,-0.015755365
conv2d_2,0.024031304
conv2d_2,-0.07217298
conv2d_2,0.0917465
conv2d_2,0.050737735
conv2d_2,-0.06205455
conv2d_2,-0.066206835
conv2d_2,-0.092146605
conv2d_2,0.16191536
conv2d_2,-0.01745608
conv2d_2,0.0562045
conv2d_2,-0.07058546
conv2d_2,0.006220224
conv2d_2,-0.12379695
conv2d_2,-0.048718773
conv2d_2,0.05749253
conv2d_2,-0.09897168
conv2d_2,0.07914416
conv2d_2,0.055913385
conv2d_2,-0.0775997
conv2d_2,-0.08675204
conv2d_2,-0.03637628
conv2d_2,-0.08268275
conv2d_2,-0.07174846
conv2d_2,0.06508745
conv2d_2,-0.024700986
conv2d_2,0.013714167
conv2d_2,0.013884268
conv2d_2,-0.02627753
conv2d_2,0.101006165
conv2d_2,0.04057235
conv2d_2,0.04991602
conv2d_2,-0.09665943
conv2d_2,-0.014537381
conv2d_2,-0.085218616
conv2d_2,-0.036233798
conv2d_2,0.00056472747
conv2d_2,0.033253726
conv2d_2,-0.004905758
conv2d_2,0.054637518
conv2d_2,-0.07473079
conv2d_2,0.038677376
conv2d_2,-0.03410292
conv2d_2,0.10255395
conv2d_2,0.0490719
conv2d_2,-0.042529397
conv2d_2,0.02858577
conv2d_2,-0.022689488
conv2d_2,0.019977741
conv2d_2,-0.2202102
conv2d_2,-0.05871042
conv2d_2,-0.10382712
conv2d_2,-0.17100686
conv2d_2,-0.0034943894
conv2d_2,0.009233116
conv2d_2,-0.08083038
conv2d_2,-0.024913417
conv2d_2,-0.099042095
conv2d_2,-0.013615591
conv2d_2,0.030204568
conv2d_2,-0.0095584
conv2d_2,-0.03390782
conv2d_2,-0.03312737
conv2d_2,-0.09236056
conv2d_2,0.1241238
conv2d_2,0.13452107
conv2d_2,-0.06862954
conv2d_2,0.092756346
conv2d_2,0.061691888
conv2d_2,0.10287643
conv2d_2,-0.03905609
conv2d_2,-0.12308046
conv2d_2,-0.021656048
conv2d_2,0.044677094
conv2d_2,-0.13730143
conv2d_2,0.00092095154
conv2d_2,-0.08307626
conv2d_2,-0.06454983
conv2d_2,0.04315099
conv2d_2,-0.03978902
conv2d_2,-0.061437745
conv2d_2,0.008474311
conv2d_2,-0.10044399
conv2d_2,-0.14078677
conv2d_2,-0.01677502
conv2d_2,-0.06839633
conv2d_2,0.011907733
conv2d_2,-0.04377393
conv2d_2,0.023106776
conv2d_2,-0.021729019
conv2d_2,-0.059291065
conv2d_2,0.043387037
conv2d_2,-0.036842182
conv2d_2,-0.13065992
conv2d_2,-0.011227591
conv2d_2,0.101319626
conv2d_2,0.002567477
conv2d_2,-0.04267564
conv2d_2,-0.005057349
conv2d_2,-0.070948355
conv2d_2,-0.050092768
conv2d_2,0.00053658395
conv2d_2,0.015473024
conv2d_2,0.06580476
conv2d_2,0.051953014
conv2d_2,-0.1257542
conv2d_2,-0.05859529
conv2d_2,0.088350266
conv2d_2,-0.042857915
conv2d_2,-0.050522856
conv2d_2,-0.0010597366
conv2d_2,-0.090258285
conv2d_2,0.10442131
conv2d_2,-0.066063605
conv2d_2,-0.061054435
conv2d_2,-0.041767012
conv2d_2,-0.18709916
conv2d_2,-0.081235364
conv2d_2,-0.20834441
conv2d_2,0.039936133
conv2d_2,0.0536286
conv2d_2,0.07445717
conv2d_2,0.007532518
conv2d_2,-0.0074527534
conv2d_2,0.11063462
conv2d_2,0.016511574
conv2d_2,0.06786975
conv2d_2,-0.018911736
conv2d_2,-0.044718776
conv2d_2,0.020734128
conv2d_2,-0.070569225
conv2d_2,-0.17035976
conv2d_2,-0.085645504
conv2d_2,0.07071155
conv2d_2,0.14940208
conv2d_2,0.08382136
conv2d_2,0.056712978
conv2d_2,-0.08691557
conv2d_2,-0.3372678
conv2d_2,-0.0075497665
conv2d_2,-0.13543192
conv2d_2,0.06739033
conv2d_2,0.17070913
conv2d_2,0.003921671
conv2d_2,0.048838697
conv2d_2,-0.24374397
conv2d_2,-0.04329756
conv2d_2,-0.19093722
conv2d_2,-0.10467172
conv2d_2,0.054411646
conv2d_2,-0.0038724444
conv2d_2,-0.020765964
conv2d_2,0.05177104
conv2d_2,0.052756
conv2d_2,0.04377245
conv2d_2,-0.031375654
conv2d_2,-0.08150432
conv2d_2,0.033188567
conv2d_2,0.02804897
conv2d_2,0.082098864
conv2d_2,0.08031733
conv2d_2,0.062411048
conv2d_2,-0.07692766
conv2d_2,-0.14574586
conv2d_2,-0.1066709
conv2d_2,0.07848675
conv2d_2,0.02272149
conv2d_2,-0.063091576
conv2d_2,-0.0077817463
conv2d_2,0.023029037
conv2d_2,0.03602243
conv2d_2,0.0066029476
conv2d_2,-0.028408337
conv2d_2,-0.023531865
conv2d_2,-0.2565724
conv2d_2,-0.15432978
conv2d_2,-0.08749249
conv2d_2,-0.12515715
conv2d_2,-0.0898547
conv2d_2,0.015887696
conv2d_2,-0.19804329
conv2d_2,-0.0042680698
conv2d_2,0.075775884
conv2d_2,-0.13266045
conv2d_2,-0.036315
conv2d_2,-0.12245032
conv2d_2,-0.056305233
conv2d_2,-0.0093682
conv2d_2,0.0041326713
conv2d_2,0.016528644
conv2d_2,-0.13531937
conv2d_2,0.020354483
conv2d_2,-0.14876519
conv2d_2,0.013361653
conv2d_2,0.025433244
conv2d_2,0.017748985
conv2d_2,-0.06158644
conv2d_2,-0.042862765
conv2d_2,0.11554563
conv2d_2,0.06417962
conv2d_2,-0.12846655
conv2d_2,-0.061293107
conv2d_2,-0.026877733
conv2d_2,0.043450005
conv2d_2,-0.16973102
conv2d_2,0.031314056
conv2d_2,-0.16249754
conv2d_2,0.009893201
conv2d_2,-0.09216423
conv2d_2,0.03163292
conv2d_2,-0.09574743
conv2d_2,-0.12149741
conv2d_2,-0.04326064
conv2d_2,-0.0021284618
conv2d_2,-0.14145175
conv2d_2,0.022243759
conv2d_2,-0.03628864
conv2d_2,-0.040939115
conv2d_2,-0.10133484
conv2d_2,-0.03287006
conv2d_2,0.009744055
conv2d_2,-0.106396206
conv2d_2,-0.08774971
conv2d_2,0.02921413
conv2d_2,-0.10071411
conv2d_2,-0.026214026
conv2d_2,-0.06413688
conv2d_2,0.05999911
conv2d_2,-0.058331516
conv2d_2,-0.22388606
conv2d_2,-0.036948852
conv2d_2,-0.066400945
conv2d_2,-0.05762924
conv2d_2,0.056860477
conv2d_2,0.049941998
conv2d_2,0.033865225
conv2d_2,-0.039980534
conv2d_2,0.018903315
conv2d_2,-0.07320962
conv2d_2,-0.014235984
conv2d_2,0.045610625
conv2d_2,-0.010763683
conv2d_2,0.039596472
conv2d_2,-0.044610105
conv2d_2,-0.014789773
conv2d_2,0.031726822
conv2d_2,-0.06546591
conv2d_2,0.049174324
conv2d_2,0.027777461
conv2d_2,0.062375423
conv2d_2,-0.06869529
conv2d_2,-0.036302153
conv2d_2,-0.038134575
conv2d_2,-0.030327478
conv2d_2,-0.01114216
conv2d_2,0.01871483
conv2d_2,0.026647316
conv2d_2,0.026592225
conv2d_2,-0.062349368
conv2d_2,-0.038791563
conv2d_2,0.0012367124
conv2d_2,0.028953923
conv2d_2,-0.062294755
conv2d_2,-0.05493342
conv2d_2,0.034714527
conv2d_2,0.035485838
conv2d_2,0.007144423
conv2d_2,0.06622496
conv2d_2,-0.042882282
conv2d_2,-0.024586134
conv2d_2,-0.05209252
conv2d_2,-0.04902176
conv2d_2,-0.027209997
conv2d_2,0.060886238
conv2d_2,-0.02236138
conv2d_2,0.03436866
conv2d_2,0.013188293
conv2d_2,-0.0054420396
conv2d_2,0.04389447
conv2d_2,-0.001350521
conv2d_2,-0.0065524923
conv2d_2,0.0122376345
conv2d_2,-0.06634448
conv2d_2,-0.091403164
conv2d_2,-0.04328672
conv2d_2,0.0746304
conv2d_2,0.015587103
conv2d_2,-0.04743152
conv2d_2,0.044538368
conv2d_2,0.01295132
conv2d_2,0.043109376
conv2d_2,-0.028309464
conv2d_2,0.057409197
conv2d_2,0.025678383
conv2d_2,0.060127817
conv2d_2,0.023121076
conv2d_2,-0.0632739
conv2d_2,0.020111993
conv2d_2,-0.09474416
conv2d_2,0.07659422
conv2d_2,0.0027443809
conv2d_2,-0.089206435
conv2d_2,0.0820458
conv2d_2,-0.0031254601
conv2d_2,-0.20341739
conv2d_2,-0.12994061
conv2d_2,0.014070726
conv2d_2,0.11450714
conv2d_2,-0.031801112
conv2d_2,-0.004606882
conv2d_2,-0.13308032
conv2d_2,-0.070852645
conv2d_2,-0.05647984
conv2d_2,-0.14077403
conv2d_2,-0.05899711
conv2d_2,-0.024894953
conv2d_2,-0.023066146
conv2d_2,-0.121344656
conv2d_2,0.031038703
conv2d_2,-0.039091628
conv2d_2,-0.010472008
conv2d_2,-0.02134774
conv2d_2,-0.3110911
conv2d_2,-0.06714474
conv2d_2,0.14726503
conv2d_2,-0.049982283
conv2d_2,0.08539842
conv2d_2,-0.024199609
conv2d_2,-0.15754023
conv2d_2,-0.050424166
conv2d_2,0.10683581
conv2d_2,-0.025945822
conv2d_2,-0.17592771
conv2d_2,-0.07619073
conv2d_2,-0.17985396
conv2d_2,-0.18029392
conv2d_2,-0.10805217
conv2d_2,0.060803562
conv2d_2,0.009162887
conv2d_2,-0.031920034
conv2d_2,0.0013262309
conv2d_2,-0.07788588
conv2d_2,-0.09100135
conv2d_2,0.020618614
conv2d_2,0.13137767
conv2d_2,0.06511669
conv2d_2,-0.087162025
conv2d_2,0.14354368
conv2d_2,-0.11196297
conv2d_2,0.123572014
conv2d_2,-0.13322765
conv2d_2,0.005677062
conv2d_2,0.00017452522
conv2d_2,0.008485399
conv2d_2,-0.01772503
conv2d_2,-0.17444858
conv2d_2,0.005983412
conv2d_2,-0.20499384
conv2d_2,0.13322242
conv2d_2,0.08312894
conv2d_2,0.056939248
conv2d_2,-0.054984137
conv2d_2,0.04559544
conv2d_2,0.030085571
conv2d_2,-0.13099466
conv2d_2,-0.001955112
conv2d_2,-0.014797993
conv2d_2,-0.21944813
conv2d_2,-0.1033732
conv2d_2,-0.18511985
conv2d_2,-0.06188684
conv2d_2,-0.09404251
conv2d_2,-0.10357751
conv2d_2,0.0056432076
conv2d_2,0.023308147
conv2d_2,-0.03502761
conv2d_2,-0.08588536
conv2d_2,-0.07261474
conv2d_2,-0.083587915
conv2d_2,0.0061385566
conv2d_2,-0.059669327
conv2d_2,0.0643008
conv2d_2,-0.08401001
conv2d_2,0.03909025
conv2d_2,-0.15312867
conv2d_2,0.024546564
conv2d_2,-0.07768481
conv2d_2,-0.10616756
conv2d_2,0.080307305
conv2d_2,-0.14861883
conv2d_2,-0.09699429
conv2d_2,-0.006475083
conv2d_2,-0.06801257
conv2d_2,0.03301859
conv2d_2,-0.10851141
conv2d_2,0.0046952968
conv2d_2,-0.22346486
conv2d_2,-0.27051035
conv2d_2,-0.15282254
conv2d_2,0.004089637
conv2d_2,0.16952391
conv2d_2,-0.023693748
conv2d_2,-0.0015819093
conv2d_2,-0.21829829
conv2d_2,-0.08710675
conv2d_2,-0.04510378
conv2d_2,-0.0393376
conv2d_2,0.06244907
conv2d_2,-0.2466794
conv2d_2,0.027030187
conv2d_2,-0.057259
conv2d_2,-0.16322367
conv2d_2,-0.009394627
conv2d_2,-0.12483806
conv2d_2,-0.10195876
conv2d_2,0.020310702
conv2d_2,0.016040012
conv2d_2,-0.07150472
conv2d_2,-0.0861148
conv2d_2,-0.018016193
conv2d_2,-0.10157431
conv2d_2,0.0064898063
conv2d_2,-0.02453205
conv2d_2,-0.06277443
conv2d_2,0.053038545
conv2d_2,0.0029423353
conv2d_2,-0.12558487
conv2d_2,-0.16730814
conv2d_2,-0.11201728
conv2d_2,-0.022560988
conv2d_2,0.02803581
conv2d_2,-0.31909966
conv2d_2,-0.0010695133
conv2d_2,-0.008232219
conv2d_2,-0.050782025
conv2d_2,-0.062438257
conv2d_2,-0.11379351
conv2d_2,0.023355838
conv2d_2,0.047999408
conv2d_2,-0.13952829
conv2d_2,-0.08697215
conv2d_2,0.084631465
conv2d_2,-0.18150748
conv2d_2,-0.0021970505
conv2d_2,-0.09394651
conv2d_2,0.040435247
conv2d_2,-0.018535566
conv2d_2,-0.05674345
conv2d_2,-0.06585655
conv2d_2,-0.05960753
conv2d_2,0.029141756
conv2d_2,-0.09469239
conv2d_2,-0.02950347
conv2d_2,0.09703847
conv2d_2,-0.07234328
conv2d_2,-0.16783628
conv2d_2,-0.10400961
conv2d_2,-0.04972404
conv2d_2,0.020535305
conv2d_2,0.031388536
conv2d_2,-0.097456135
conv2d_2,-0.12812784
conv2d_2,0.038994838
conv2d_2,0.062535144
conv2d_2,-0.13605174
conv2d_2,-0.0150891
conv2d_2,-0.0069832867
conv2d_2,-0.093470424
conv2d_2,-0.15655951
conv2d_2,-0.0383711
conv2d_2,0.021733282
conv2d_2,-0.092527986
conv2d_2,-0.05095285
conv2d_2,0.04092879
conv2d_2,-0.059669036
conv2d_2,-0.21412976
conv2d_2,0.044531513
conv2d_2,-0.03453107
conv2d_2,0.05049207
conv2d_2,-0.11114999
conv2d_2,-0.13151573
conv2d_2,0.024358682
conv2d_2,-0.003121709
conv2d_2,-0.04551281
conv2d_2,0.111189604
conv2d_2,0.026325112
conv2d_2,-0.22215936
conv2d_2,-0.11991063
conv2d_2,0.02713314
conv2d_2,-0.053710714
conv2d_2,-0.0073518273
conv2d_2,-0.004346417
conv2d_2,0.0646385
conv2d_2,-0.029527597
conv2d_2,0.04560141
conv2d_2,-0.07252899
conv2d_2,-0.0068780864
conv2d_2,-0.20192842
conv2d_2,-0.05686583
conv2d_2,-0.11327646
conv2d_2,-0.13096358
conv2d_2,0.048613675
conv2d_2,0.038563907
conv2d_2,0.0075906967
conv2d_2,0.04425269
conv2d_2,0.08204105
conv2d_2,0.019840717
conv2d_2,0.056165904
conv2d_2,0.004846614
conv2d_2,0.041297395
conv2d_2,-0.050423786
conv2d_2,-0.011495114
conv2d_2,-0.09043833
conv2d_2,-0.06251529
conv2d_2,-0.03151242
conv2d_2,-0.009463933
conv2d_2,-0.029449197
conv2d_2,-0.04867943
conv2d_2,0.07873876
conv2d_2,0.035198547
conv2d_2,-0.026785422
conv2d_2,0.08126757
conv2d_2,0.08040533
conv2d_2,0.050794814
conv2d_2,-0.17884256
conv2d_2,0.0121337
conv2d_2,-0.016005117
conv2d_2,-0.035298847
conv2d_2,-0.16381682
conv2d_2,-0.09365774
conv2d_2,-0.016720291
conv2d_2,-0.050288107
conv2d_2,-0.116460726
conv2d_2,-0.0056514475
conv2d_2,-0.03818818
conv2d_2,-0.06464028
conv2d_2,0.0929164
conv2d_2,-0.071592934
conv2d_2,0.024231594
conv2d_2,0.099793695
conv2d_2,-0.09543055
conv2d_2,0.030837415
conv2d_2,-0.09571115
conv2d_2,0.030437542
conv2d_2,-0.14494617
conv2d_2,0.01987971
conv2d_2,0.024079334
conv2d_2,-0.068057805
conv2d_2,-0.20521061
conv2d_2,-0.059902575
conv2d_2,-0.16740718
conv2d_2,0.011845971
conv2d_2,0.036291063
conv2d_2,-0.12716265
conv2d_2,-0.113737606
conv2d_2,-0.013993475
conv2d_2,-0.06537561
conv2d_2,0.0039155693
conv2d_2,0.1091132
conv2d_2,-0.110239014
conv2d_2,-0.08882704
conv2d_2,0.0925379
conv2d_2,-0.05158251
conv2d_2,0.07285313
conv2d_2,-0.014489082
conv2d_2,0.033616725
conv2d_2,0.0077152345
conv2d_2,0.05018957
conv2d_2,-0.02367065
conv2d_2,-0.0029440478
conv2d_2,0.012445369
conv2d_2,0.014837063
conv2d_2,-0.04099824
conv2d_2,-0.037224542
conv2d_2,-0.023229977
conv2d_2,-0.01669127
conv2d_2,-0.015019653
conv2d_2,-0.04633489
conv2d_2,-0.023156077
conv2d_2,0.027171098
conv2d_2,-0.06582104
conv2d_2,-0.017445382
conv2d_2,-0.035323277
conv2d_2,0.061687082
conv2d_2,-0.09637079
conv2d_2,0.056956045
